price,date,hour
311.02,15-05-2018,01
296.72,15-05-2018,02
288.18,15-05-2018,03
308.65,15-05-2018,04
335.08,15-05-2018,05
421.78,15-05-2018,06
782.06,15-05-2018,07
975.11,15-05-2018,08
961.74,15-05-2018,09
889.23,15-05-2018,10
881.0,15-05-2018,11
599.51,15-05-2018,12
517.33,15-05-2018,13
486.68,15-05-2018,14
416.54,15-05-2018,15
410.47,15-05-2018,16
422.4,15-05-2018,17
492.65,15-05-2018,18
514.25,15-05-2018,19
513.83,15-05-2018,20
484.21,15-05-2018,21
473.93,15-05-2018,22
332.72,15-05-2018,23
348.67,16-05-2018,00
333.61,16-05-2018,01
329.28,16-05-2018,02
321.96,16-05-2018,03
320.0,16-05-2018,04
351.24,16-05-2018,05
473.86,16-05-2018,06
1064.77,16-05-2018,07
1207.08,16-05-2018,08
1827.58,16-05-2018,09
1763.33,16-05-2018,10
1565.54,16-05-2018,11
1421.48,16-05-2018,12
1417.76,16-05-2018,13
1144.28,16-05-2018,14
392.8,16-05-2018,15
371.35,16-05-2018,16
414.67,16-05-2018,17
416.21,16-05-2018,18
433.43,16-05-2018,19
433.13,16-05-2018,20
405.38,16-05-2018,21
339.18,16-05-2018,22
212.85,16-05-2018,23
205.57,17-05-2018,00
103.76,17-05-2018,01
53.33,17-05-2018,02
52.81,17-05-2018,03
50.44,17-05-2018,04
256.52,17-05-2018,05
373.28,17-05-2018,06
457.14,17-05-2018,07
824.75,17-05-2018,08
895.61,17-05-2018,09
948.21,17-05-2018,10
523.67,17-05-2018,11
411.96,17-05-2018,12
369.88,17-05-2018,13
356.57,17-05-2018,14
344.4,17-05-2018,15
339.24,17-05-2018,16
363.17,17-05-2018,17
372.46,17-05-2018,18
377.41,17-05-2018,19
368.23,17-05-2018,20
362.86,17-05-2018,21
354.1,17-05-2018,22
298.6,17-05-2018,23
205.95,18-05-2018,00
158.12,18-05-2018,01
61.85,18-05-2018,02
61.43,18-05-2018,03
49.17,18-05-2018,04
332.11,18-05-2018,05
361.8,18-05-2018,06
522.81,18-05-2018,07
503.22,18-05-2018,08
442.92,18-05-2018,09
430.86,18-05-2018,10
406.12,18-05-2018,11
392.21,18-05-2018,12
383.45,18-05-2018,13
376.13,18-05-2018,14
363.45,18-05-2018,15
375.61,18-05-2018,16
428.59,18-05-2018,17
392.72,18-05-2018,18
389.94,18-05-2018,19
377.47,18-05-2018,20
373.55,18-05-2018,21
362.32,18-05-2018,22
347.68,18-05-2018,23
383.75,19-05-2018,00
362.62,19-05-2018,01
351.9,19-05-2018,02
350.15,19-05-2018,03
348.29,19-05-2018,04
348.81,19-05-2018,05
359.42,19-05-2018,06
363.13,19-05-2018,07
380.24,19-05-2018,08
392.41,19-05-2018,09
387.97,19-05-2018,10
366.33,19-05-2018,11
355.4,19-05-2018,12
348.91,19-05-2018,13
336.02,19-05-2018,14
332.11,19-05-2018,15
332.42,19-05-2018,16
359.11,19-05-2018,17
385.6,19-05-2018,18
378.8,19-05-2018,19
368.6,19-05-2018,20
370.35,19-05-2018,21
367.57,19-05-2018,22
326.75,19-05-2018,23
332.67,20-05-2018,00
283.55,20-05-2018,01
232.29,20-05-2018,02
231.37,20-05-2018,03
184.29,20-05-2018,04
174.57,20-05-2018,05
232.29,20-05-2018,06
282.02,20-05-2018,07
323.87,20-05-2018,08
332.57,20-05-2018,09
337.07,20-05-2018,10
330.62,20-05-2018,11
314.25,20-05-2018,12
273.12,20-05-2018,13
234.23,20-05-2018,14
197.09,20-05-2018,15
212.54,20-05-2018,16
265.03,20-05-2018,17
303.51,20-05-2018,18
285.8,20-05-2018,19
258.18,20-05-2018,20
264.01,20-05-2018,21
220.93,20-05-2018,22
156.26,20-05-2018,23
40.01,21-05-2018,00
31.11,21-05-2018,01
30.39,21-05-2018,02
31.72,21-05-2018,03
32.54,21-05-2018,04
198.52,21-05-2018,05
337.07,21-05-2018,06
366.13,21-05-2018,07
359.48,21-05-2018,08
370.02,21-05-2018,09
389.36,21-05-2018,10
389.77,21-05-2018,11
378.51,21-05-2018,12
366.24,21-05-2018,13
362.14,21-05-2018,14
358.46,21-05-2018,15
347.1,21-05-2018,16
351.19,21-05-2018,17
354.16,21-05-2018,18
357.23,21-05-2018,19
345.36,21-05-2018,20
342.39,21-05-2018,21
341.57,21-05-2018,22
282.22,21-05-2018,23
328.27,22-05-2018,00
309.75,22-05-2018,01
307.5,22-05-2018,02
295.01,22-05-2018,03
322.85,22-05-2018,04
359.58,22-05-2018,05
411.16,22-05-2018,06
686.93,22-05-2018,07
859.77,22-05-2018,08
818.43,22-05-2018,09
869.9,22-05-2018,10
696.86,22-05-2018,11
686.22,22-05-2018,12
686.01,22-05-2018,13
681.41,22-05-2018,14
598.83,22-05-2018,15
598.73,22-05-2018,16
598.62,22-05-2018,17
560.46,22-05-2018,18
610.49,22-05-2018,19
405.12,22-05-2018,20
484.63,22-05-2018,21
429.17,22-05-2018,22
368.79,22-05-2018,23
387.48,23-05-2018,00
372.25,23-05-2018,01
368.36,23-05-2018,02
352.93,23-05-2018,03
360.19,23-05-2018,04
385.33,23-05-2018,05
415.07,23-05-2018,06
798.26,23-05-2018,07
1034.88,23-05-2018,08
881.25,23-05-2018,09
836.49,23-05-2018,10
866.33,23-05-2018,11
868.17,23-05-2018,12
867.05,23-05-2018,13
666.92,23-05-2018,14
696.46,23-05-2018,15
656.49,23-05-2018,16
562.56,23-05-2018,17
438.17,23-05-2018,18
467.3,23-05-2018,19
450.95,23-05-2018,20
418.14,23-05-2018,21
409.45,23-05-2018,22
361.52,23-05-2018,23
380.56,24-05-2018,00
351.04,24-05-2018,01
339.52,24-05-2018,02
326.98,24-05-2018,03
332.63,24-05-2018,04
374.8,24-05-2018,05
416.15,24-05-2018,06
629.37,24-05-2018,07
781.49,24-05-2018,08
704.66,24-05-2018,09
715.67,24-05-2018,10
715.67,24-05-2018,11
669.38,24-05-2018,12
635.75,24-05-2018,13
600.57,24-05-2018,14
532.27,24-05-2018,15
428.29,24-05-2018,16
428.91,24-05-2018,17
439.09,24-05-2018,18
452.36,24-05-2018,19
449.89,24-05-2018,20
431.68,24-05-2018,21
409.98,24-05-2018,22
361.84,24-05-2018,23
368.3,25-05-2018,00
349.87,25-05-2018,01
341.98,25-05-2018,02
328.57,25-05-2018,03
337.99,25-05-2018,04
383.35,25-05-2018,05
428.5,25-05-2018,06
485.02,25-05-2018,07
491.57,25-05-2018,08
490.96,25-05-2018,09
485.43,25-05-2018,10
458.81,25-05-2018,11
442.22,25-05-2018,12
440.79,25-05-2018,13
427.17,25-05-2018,14
414.37,25-05-2018,15
414.68,25-05-2018,16
424.51,25-05-2018,17
431.78,25-05-2018,18
428.6,25-05-2018,19
419.18,25-05-2018,20
417.96,25-05-2018,21
412.73,25-05-2018,22
398.4,25-05-2018,23
409.47,26-05-2018,00
394.37,26-05-2018,01
367.24,26-05-2018,02
356.73,26-05-2018,03
349.59,26-05-2018,04
344.9,26-05-2018,05
380.8,26-05-2018,06
404.16,26-05-2018,07
424.67,26-05-2018,08
423.04,26-05-2018,09
414.26,26-05-2018,10
408.45,26-05-2018,11
398.55,26-05-2018,12
387.43,26-05-2018,13
378.46,26-05-2018,14
375.4,26-05-2018,15
376.82,26-05-2018,16
398.66,26-05-2018,17
425.59,26-05-2018,18
431.4,26-05-2018,19
430.69,26-05-2018,20
428.34,26-05-2018,21
426.61,26-05-2018,22
399.06,26-05-2018,23
396.41,27-05-2018,00
370.68,27-05-2018,01
347.4,27-05-2018,02
337.59,27-05-2018,03
332.89,27-05-2018,04
326.87,27-05-2018,05
351.48,27-05-2018,06
372.92,27-05-2018,07
384.67,27-05-2018,08
396.82,27-05-2018,09
400.8,27-05-2018,10
398.04,27-05-2018,11
393.76,27-05-2018,12
387.42,27-05-2018,13
380.28,27-05-2018,14
384.26,27-05-2018,15
386.71,27-05-2018,16
397.33,27-05-2018,17
422.14,27-05-2018,18
431.95,27-05-2018,19
430.01,27-05-2018,20
428.68,27-05-2018,21
421.43,27-05-2018,22
384.87,27-05-2018,23
378.74,28-05-2018,00
343.72,28-05-2018,01
294.7,28-05-2018,02
288.37,28-05-2018,03
298.28,28-05-2018,04
382.42,28-05-2018,05
439.5,28-05-2018,06
503.32,28-05-2018,07
523.54,28-05-2018,08
519.87,28-05-2018,09
509.86,28-05-2018,10
493.22,28-05-2018,11
472.08,28-05-2018,12
480.04,28-05-2018,13
485.45,28-05-2018,14
498.42,28-05-2018,15
510.06,28-05-2018,16
531.1,28-05-2018,17
525.48,28-05-2018,18
544.68,28-05-2018,19
498.12,28-05-2018,20
463.09,28-05-2018,21
438.69,28-05-2018,22
395.8,28-05-2018,23
370.12,29-05-2018,00
348.83,29-05-2018,01
363.67,29-05-2018,02
360.49,29-05-2018,03
340.74,29-05-2018,04
394.58,29-05-2018,05
439.0,29-05-2018,06
534.91,29-05-2018,07
609.83,29-05-2018,08
543.51,29-05-2018,09
548.21,29-05-2018,10
480.97,29-05-2018,11
456.3,29-05-2018,12
449.95,29-05-2018,13
442.17,29-05-2018,14
436.75,29-05-2018,15
433.17,29-05-2018,16
446.68,29-05-2018,17
461.93,29-05-2018,18
471.86,29-05-2018,19
450.36,29-05-2018,20
443.71,29-05-2018,21
435.52,29-05-2018,22
390.69,29-05-2018,23
394.23,30-05-2018,00
374.48,30-05-2018,01
361.87,30-05-2018,02
345.32,30-05-2018,03
351.22,30-05-2018,04
403.84,30-05-2018,05
457.6,30-05-2018,06
537.01,30-05-2018,07
588.19,30-05-2018,08
549.52,30-05-2018,09
516.02,30-05-2018,10
495.96,30-05-2018,11
464.22,30-05-2018,12
464.32,30-05-2018,13
462.57,30-05-2018,14
465.05,30-05-2018,15
471.04,30-05-2018,16
503.82,30-05-2018,17
577.23,30-05-2018,18
601.83,30-05-2018,19
547.14,30-05-2018,20
511.57,30-05-2018,21
466.08,30-05-2018,22
438.68,30-05-2018,23
432.2,31-05-2018,00
407.93,31-05-2018,01
397.54,31-05-2018,02
392.4,31-05-2018,03
389.93,31-05-2018,04
404.33,31-05-2018,05
438.58,31-05-2018,06
501.73,31-05-2018,07
506.77,31-05-2018,08
471.18,31-05-2018,09
469.64,31-05-2018,10
467.48,31-05-2018,11
460.38,31-05-2018,12
461.0,31-05-2018,13
461.1,31-05-2018,14
453.8,31-05-2018,15
450.2,31-05-2018,16
457.5,31-05-2018,17
486.82,31-05-2018,18
510.17,31-05-2018,19
501.32,31-05-2018,20
470.67,31-05-2018,21
453.8,31-05-2018,22
424.59,31-05-2018,23
424.48,01-06-2018,00
399.42,01-06-2018,01
398.7,01-06-2018,02
394.9,01-06-2018,03
390.38,01-06-2018,04
422.94,01-06-2018,05
491.14,01-06-2018,06
637.18,01-06-2018,07
699.93,01-06-2018,08
781.17,01-06-2018,09
769.98,01-06-2018,10
771.01,01-06-2018,11
757.04,01-06-2018,12
719.45,01-06-2018,13
601.44,01-06-2018,14
544.34,01-06-2018,15
595.69,01-06-2018,16
695.11,01-06-2018,17
480.35,01-06-2018,18
553.99,01-06-2018,19
546.19,01-06-2018,20
469.16,01-06-2018,21
466.18,01-06-2018,22
451.39,01-06-2018,23
433.57,02-06-2018,00
415.68,02-06-2018,01
402.52,02-06-2018,02
395.93,02-06-2018,03
395.93,02-06-2018,04
398.81,02-06-2018,05
415.99,02-06-2018,06
433.68,02-06-2018,07
452.39,02-06-2018,08
470.08,02-06-2018,09
465.04,02-06-2018,10
463.4,02-06-2018,11
452.5,02-06-2018,12
451.47,02-06-2018,13
450.75,02-06-2018,14
443.75,02-06-2018,15
438.82,02-06-2018,16
446.63,02-06-2018,17
469.26,02-06-2018,18
512.45,02-06-2018,19
512.25,02-06-2018,20
511.01,02-06-2018,21
471.73,02-06-2018,22
434.7,02-06-2018,23
446.11,03-06-2018,00
427.6,03-06-2018,01
411.66,03-06-2018,02
404.36,03-06-2018,03
395.11,03-06-2018,04
403.54,03-06-2018,05
413.1,03-06-2018,06
425.54,03-06-2018,07
442.92,03-06-2018,08
447.96,03-06-2018,09
452.69,03-06-2018,10
451.25,03-06-2018,11
451.25,03-06-2018,12
446.83,03-06-2018,13
427.91,03-06-2018,14
421.22,03-06-2018,15
424.82,03-06-2018,16
437.78,03-06-2018,17
447.96,03-06-2018,18
457.52,03-06-2018,19
463.58,03-06-2018,20
465.43,03-06-2018,21
462.04,03-06-2018,22
418.04,03-06-2018,23
397.06,04-06-2018,00
371.46,04-06-2018,01
333.11,04-06-2018,02
323.24,04-06-2018,03
317.18,04-06-2018,04
384.62,04-06-2018,05
459.68,04-06-2018,06
474.07,04-06-2018,07
469.44,04-06-2018,08
470.58,04-06-2018,09
470.99,04-06-2018,10
468.83,04-06-2018,11
468.62,04-06-2018,12
465.74,04-06-2018,13
464.61,04-06-2018,14
463.28,04-06-2018,15
460.29,04-06-2018,16
468.0,04-06-2018,17
473.66,04-06-2018,18
472.84,04-06-2018,19
469.14,04-06-2018,20
466.67,04-06-2018,21
465.43,04-06-2018,22
442.82,04-06-2018,23
437.59,05-06-2018,00
420.67,05-06-2018,01
404.56,05-06-2018,02
403.64,05-06-2018,03
400.56,05-06-2018,04
427.03,05-06-2018,05
470.11,05-06-2018,06
480.16,05-06-2018,07
480.78,05-06-2018,08
481.39,05-06-2018,09
483.14,05-06-2018,10
485.6,05-06-2018,11
484.37,05-06-2018,12
479.86,05-06-2018,13
476.37,05-06-2018,14
478.83,05-06-2018,15
477.09,05-06-2018,16
536.89,05-06-2018,17
595.36,05-06-2018,18
633.93,05-06-2018,19
575.35,05-06-2018,20
529.5,05-06-2018,21
502.83,05-06-2018,22
460.88,05-06-2018,23
460.77,06-06-2018,00
431.06,06-06-2018,01
421.13,06-06-2018,02
426.25,06-06-2018,03
426.46,06-06-2018,04
456.16,06-06-2018,05
479.71,06-06-2018,06
485.86,06-06-2018,07
649.72,06-06-2018,08
579.05,06-06-2018,09
509.51,06-06-2018,10
499.68,06-06-2018,11
489.85,06-06-2018,12
482.78,06-06-2018,13
482.99,06-06-2018,14
486.57,06-06-2018,15
490.88,06-06-2018,16
521.6,06-06-2018,17
612.24,06-06-2018,18
626.47,06-06-2018,19
590.52,06-06-2018,20
498.15,06-06-2018,21
485.04,06-06-2018,22
461.07,06-06-2018,23
453.07,07-06-2018,00
429.61,07-06-2018,01
422.1,07-06-2018,02
419.22,07-06-2018,03
415.21,07-06-2018,04
445.35,07-06-2018,05
485.68,07-06-2018,06
572.3,07-06-2018,07
627.04,07-06-2018,08
596.38,07-06-2018,09
520.66,07-06-2018,10
500.29,07-06-2018,11
493.6,07-06-2018,12
491.55,07-06-2018,13
492.27,07-06-2018,14
500.29,07-06-2018,15
544.43,07-06-2018,16
581.77,07-06-2018,17
592.47,07-06-2018,18
628.99,07-06-2018,19
585.88,07-06-2018,20
531.87,07-06-2018,21
511.81,07-06-2018,22
481.67,07-06-2018,23
471.96,08-06-2018,00
445.09,08-06-2018,01
439.14,08-06-2018,02
451.04,08-06-2018,03
451.34,08-06-2018,04
474.83,08-06-2018,05
501.8,08-06-2018,06
571.44,08-06-2018,07
651.43,08-06-2018,08
583.64,08-06-2018,09
568.77,08-06-2018,10
544.05,08-06-2018,11
508.06,08-06-2018,12
508.16,08-06-2018,13
503.44,08-06-2018,14
495.55,08-06-2018,15
496.88,08-06-2018,16
505.08,08-06-2018,17
547.13,08-06-2018,18
550.31,08-06-2018,19
531.44,08-06-2018,20
497.19,08-06-2018,21
504.16,08-06-2018,22
484.88,08-06-2018,23
475.12,09-06-2018,00
451.97,09-06-2018,01
438.59,09-06-2018,02
432.22,09-06-2018,03
420.49,09-06-2018,04
431.5,09-06-2018,05
464.73,09-06-2018,06
481.09,09-06-2018,07
485.61,09-06-2018,08
490.65,09-06-2018,09
491.07,09-06-2018,10
489.83,09-06-2018,11
488.18,09-06-2018,12
487.16,09-06-2018,13
483.86,09-06-2018,14
483.55,09-06-2018,15
483.35,09-06-2018,16
485.82,09-06-2018,17
498.78,09-06-2018,18
503.72,09-06-2018,19
503.21,09-06-2018,20
494.15,09-06-2018,21
488.29,09-06-2018,22
464.73,09-06-2018,23
466.37,10-06-2018,00
450.88,10-06-2018,01
444.32,10-06-2018,02
432.83,10-06-2018,03
431.7,10-06-2018,04
440.32,10-06-2018,05
453.45,10-06-2018,06
466.78,10-06-2018,07
476.12,10-06-2018,08
481.25,10-06-2018,09
487.2,10-06-2018,10
487.3,10-06-2018,11
485.66,10-06-2018,12
482.28,10-06-2018,13
472.32,10-06-2018,14
466.48,10-06-2018,15
471.5,10-06-2018,16
481.15,10-06-2018,17
488.64,10-06-2018,18
499.1,10-06-2018,19
501.25,10-06-2018,20
499.72,10-06-2018,21
497.87,10-06-2018,22
478.58,10-06-2018,23
465.76,11-06-2018,00
438.26,11-06-2018,01
433.65,11-06-2018,02
425.13,11-06-2018,03
425.24,11-06-2018,04
451.7,11-06-2018,05
519.31,11-06-2018,06
636.06,11-06-2018,07
664.68,11-06-2018,08
656.78,11-06-2018,09
652.37,11-06-2018,10
667.04,11-06-2018,11
657.4,11-06-2018,12
646.42,11-06-2018,13
617.9,11-06-2018,14
574.4,11-06-2018,15
554.81,11-06-2018,16
509.97,11-06-2018,17
501.05,11-06-2018,18
497.97,11-06-2018,19
490.38,11-06-2018,20
488.23,11-06-2018,21
487.61,11-06-2018,22
462.27,11-06-2018,23
430.54,12-06-2018,00
415.34,12-06-2018,01
400.86,12-06-2018,02
410.21,12-06-2018,03
401.48,12-06-2018,04
430.43,12-06-2018,05
479.72,12-06-2018,06
627.68,12-06-2018,07
661.67,12-06-2018,08
654.28,12-06-2018,09
713.42,12-06-2018,10
819.18,12-06-2018,11
852.65,12-06-2018,12
852.76,12-06-2018,13
712.7,12-06-2018,14
722.46,12-06-2018,15
654.28,12-06-2018,16
603.14,12-06-2018,17
578.19,12-06-2018,18
577.06,12-06-2018,19
555.29,12-06-2018,20
514.94,12-06-2018,21
516.38,12-06-2018,22
475.1,12-06-2018,23
470.2,13-06-2018,00
448.92,13-06-2018,01
431.61,13-06-2018,02
427.34,13-06-2018,03
423.16,13-06-2018,04
470.0,13-06-2018,05
479.88,13-06-2018,06
611.53,13-06-2018,07
696.04,13-06-2018,08
728.62,13-06-2018,09
715.39,13-06-2018,10
703.58,13-06-2018,11
662.54,13-06-2018,12
607.15,13-06-2018,13
564.08,13-06-2018,14
533.64,13-06-2018,15
501.67,13-06-2018,16
502.48,13-06-2018,17
530.69,13-06-2018,18
540.26,13-06-2018,19
538.73,13-06-2018,20
539.34,13-06-2018,21
521.73,13-06-2018,22
477.64,13-06-2018,23
478.54,14-06-2018,00
461.22,14-06-2018,01
442.08,14-06-2018,02
435.29,14-06-2018,03
436.31,14-06-2018,04
454.74,14-06-2018,05
469.93,14-06-2018,06
531.61,14-06-2018,07
574.65,14-06-2018,08
543.05,14-06-2018,09
658.71,14-06-2018,10
481.27,14-06-2018,11
480.67,14-06-2018,12
478.54,14-06-2018,13
476.82,14-06-2018,14
473.37,14-06-2018,15
465.07,14-06-2018,16
473.47,14-06-2018,17
513.18,14-06-2018,18
526.44,14-06-2018,19
478.03,14-06-2018,20
474.99,14-06-2018,21
469.63,14-06-2018,22
417.16,14-06-2018,23
407.8,15-06-2018,00
394.46,15-06-2018,01
384.79,15-06-2018,02
374.31,15-06-2018,03
384.08,15-06-2018,04
426.73,15-06-2018,05
488.93,15-06-2018,06
609.97,15-06-2018,07
645.6,15-06-2018,08
621.67,15-06-2018,09
586.55,15-06-2018,10
577.49,15-06-2018,11
546.75,15-06-2018,12
501.25,15-06-2018,13
486.18,15-06-2018,14
487.71,15-06-2018,15
489.24,15-06-2018,16
496.16,15-06-2018,17
536.27,15-06-2018,18
559.88,15-06-2018,19
557.34,15-06-2018,20
535.86,15-06-2018,21
488.93,15-06-2018,22
463.79,15-06-2018,23
446.75,16-06-2018,00
423.66,16-06-2018,01
417.15,16-06-2018,02
414.1,16-06-2018,03
409.83,16-06-2018,04
419.9,16-06-2018,05
427.63,16-06-2018,06
444.72,16-06-2018,07
466.18,16-06-2018,08
471.98,16-06-2018,09
474.11,16-06-2018,10
470.25,16-06-2018,11
461.8,16-06-2018,12
456.41,16-06-2018,13
452.75,16-06-2018,14
452.34,16-06-2018,15
454.89,16-06-2018,16
463.13,16-06-2018,17
468.11,16-06-2018,18
476.04,16-06-2018,19
468.72,16-06-2018,20
464.45,16-06-2018,21
468.92,16-06-2018,22
450.0,16-06-2018,23
448.95,17-06-2018,00
430.73,17-06-2018,01
413.64,17-06-2018,02
409.55,17-06-2018,03
405.25,17-06-2018,04
405.66,17-06-2018,05
414.97,17-06-2018,06
424.49,17-06-2018,07
446.49,17-06-2018,08
458.16,17-06-2018,09
464.81,17-06-2018,10
467.68,17-06-2018,11
465.12,17-06-2018,12
459.28,17-06-2018,13
452.73,17-06-2018,14
450.69,17-06-2018,15
450.89,17-06-2018,16
452.94,17-06-2018,17
452.02,17-06-2018,18
460.82,17-06-2018,19
466.86,17-06-2018,20
469.21,17-06-2018,21
468.8,17-06-2018,22
454.37,17-06-2018,23
444.75,18-06-2018,00
414.46,18-06-2018,01
399.21,18-06-2018,02
385.7,18-06-2018,03
376.8,18-06-2018,04
418.04,18-06-2018,05
457.24,18-06-2018,06
553.13,18-06-2018,07
519.97,18-06-2018,08
480.06,18-06-2018,09
470.64,18-06-2018,10
466.55,18-06-2018,11
460.31,18-06-2018,12
460.72,18-06-2018,13
458.87,18-06-2018,14
460.31,18-06-2018,15
456.21,18-06-2018,16
466.04,18-06-2018,17
499.2,18-06-2018,18
510.35,18-06-2018,19
507.48,18-06-2018,20
459.49,18-06-2018,21
452.33,18-06-2018,22
425.62,18-06-2018,23
406.32,19-06-2018,00
379.27,19-06-2018,01
348.73,19-06-2018,02
274.84,19-06-2018,03
276.48,19-06-2018,04
358.87,19-06-2018,05
427.74,19-06-2018,06
455.82,19-06-2018,07
456.94,19-06-2018,08
454.79,19-06-2018,09
452.95,19-06-2018,10
450.49,19-06-2018,11
449.57,19-06-2018,12
448.64,19-06-2018,13
446.8,19-06-2018,14
442.19,19-06-2018,15
436.55,19-06-2018,16
444.03,19-06-2018,17
450.59,19-06-2018,18
455.92,19-06-2018,19
509.93,19-06-2018,20
509.93,19-06-2018,21
441.27,19-06-2018,22
421.08,19-06-2018,23
423.39,20-06-2018,00
396.15,20-06-2018,01
392.75,20-06-2018,02
392.33,20-06-2018,03
382.94,20-06-2018,04
422.35,20-06-2018,05
477.03,20-06-2018,06
574.62,20-06-2018,07
538.0,20-06-2018,08
510.97,20-06-2018,09
470.43,20-06-2018,10
463.93,20-06-2018,11
457.43,20-06-2018,12
450.62,20-06-2018,13
447.42,20-06-2018,14
434.84,20-06-2018,15
432.77,20-06-2018,16
444.84,20-06-2018,17
451.45,20-06-2018,18
449.38,20-06-2018,19
444.22,20-06-2018,20
439.99,20-06-2018,21
436.59,20-06-2018,22
428.75,20-06-2018,23
398.66,21-06-2018,00
390.55,21-06-2018,01
360.12,21-06-2018,02
381.19,21-06-2018,03
359.82,21-06-2018,04
404.63,21-06-2018,05
446.45,21-06-2018,06
516.34,21-06-2018,07
563.72,21-06-2018,08
465.16,21-06-2018,09
456.73,21-06-2018,10
453.96,21-06-2018,11
449.74,21-06-2018,12
445.94,21-06-2018,13
442.45,21-06-2018,14
437.82,21-06-2018,15
430.83,21-06-2018,16
430.63,21-06-2018,17
430.22,21-06-2018,18
431.24,21-06-2018,19
429.81,21-06-2018,20
414.9,21-06-2018,21
398.66,21-06-2018,22
226.31,21-06-2018,23
163.44,22-06-2018,00
156.74,22-06-2018,01
134.89,22-06-2018,02
46.99,22-06-2018,03
44.72,22-06-2018,04
106.97,22-06-2018,05
333.37,22-06-2018,06
423.64,22-06-2018,07
437.86,22-06-2018,08
440.23,22-06-2018,09
437.34,22-06-2018,10
417.97,22-06-2018,11
398.8,22-06-2018,12
367.89,22-06-2018,13
342.54,22-06-2018,14
361.5,22-06-2018,15
344.91,22-06-2018,16
382.11,22-06-2018,17
418.49,22-06-2018,18
414.78,22-06-2018,19
376.34,22-06-2018,20
368.4,22-06-2018,21
370.67,22-06-2018,22
342.85,22-06-2018,23
247.82,23-06-2018,00
189.88,23-06-2018,01
185.45,23-06-2018,02
159.27,23-06-2018,03
113.91,23-06-2018,04
134.11,23-06-2018,05
175.66,23-06-2018,06
371.62,23-06-2018,07
413.89,23-06-2018,08
433.27,23-06-2018,09
441.51,23-06-2018,10
439.55,23-06-2018,11
434.92,23-06-2018,12
432.44,23-06-2018,13
426.05,23-06-2018,14
422.75,23-06-2018,15
416.36,23-06-2018,16
430.48,23-06-2018,17
432.44,23-06-2018,18
438.32,23-06-2018,19
439.86,23-06-2018,20
439.14,23-06-2018,21
435.64,23-06-2018,22
406.57,23-06-2018,23
410.3,24-06-2018,00
393.23,24-06-2018,01
378.75,24-06-2018,02
370.16,24-06-2018,03
366.75,24-06-2018,04
368.2,24-06-2018,05
404.92,24-06-2018,06
421.27,24-06-2018,07
445.68,24-06-2018,08
448.27,24-06-2018,09
454.79,24-06-2018,10
458.82,24-06-2018,11
458.1,24-06-2018,12
456.65,24-06-2018,13
457.68,24-06-2018,14
454.17,24-06-2018,15
454.27,24-06-2018,16
455.82,24-06-2018,17
458.51,24-06-2018,18
465.03,24-06-2018,19
464.62,24-06-2018,20
471.34,24-06-2018,21
470.93,24-06-2018,22
447.86,24-06-2018,23
440.3,25-06-2018,00
423.86,25-06-2018,01
410.51,25-06-2018,02
406.79,25-06-2018,03
382.58,25-06-2018,04
445.27,25-06-2018,05
479.2,25-06-2018,06
591.97,25-06-2018,07
678.77,25-06-2018,08
720.46,25-06-2018,09
743.84,25-06-2018,10
745.5,25-06-2018,11
793.71,25-06-2018,12
745.08,25-06-2018,13
718.18,25-06-2018,14
479.41,25-06-2018,15
470.62,25-06-2018,16
480.96,25-06-2018,17
494.0,25-06-2018,18
516.76,25-06-2018,19
523.48,25-06-2018,20
505.58,25-06-2018,21
483.13,25-06-2018,22
455.1,25-06-2018,23
457.16,26-06-2018,00
438.19,26-06-2018,01
428.03,26-06-2018,02
430.93,26-06-2018,03
426.68,26-06-2018,04
449.39,26-06-2018,05
493.14,26-06-2018,06
590.61,26-06-2018,07
626.28,26-06-2018,08
610.62,26-06-2018,09
706.54,26-06-2018,10
720.22,26-06-2018,11
719.71,26-06-2018,12
718.56,26-06-2018,13
517.82,26-06-2018,14
519.79,26-06-2018,15
495.94,26-06-2018,16
518.34,26-06-2018,17
540.12,26-06-2018,18
569.05,26-06-2018,19
553.7,26-06-2018,20
528.19,26-06-2018,21
512.33,26-06-2018,22
460.59,26-06-2018,23
454.74,27-06-2018,00
433.85,27-06-2018,01
430.54,27-06-2018,02
429.09,27-06-2018,03
417.19,27-06-2018,04
453.3,27-06-2018,05
512.67,27-06-2018,06
601.74,27-06-2018,07
715.22,27-06-2018,08
743.25,27-06-2018,09
739.53,27-06-2018,10
835.94,27-06-2018,11
833.87,27-06-2018,12
786.7,27-06-2018,13
742.53,27-06-2018,14
652.63,27-06-2018,15
550.02,27-06-2018,16
605.57,27-06-2018,17
537.5,27-06-2018,18
569.05,27-06-2018,19
544.12,27-06-2018,20
517.43,27-06-2018,21
493.43,27-06-2018,22
469.02,27-06-2018,23
463.45,28-06-2018,00
432.03,28-06-2018,01
431.62,28-06-2018,02
425.4,28-06-2018,03
414.72,28-06-2018,04
456.3,28-06-2018,05
488.64,28-06-2018,06
549.09,28-06-2018,07
606.53,28-06-2018,08
542.66,28-06-2018,09
520.99,28-06-2018,10
515.81,28-06-2018,11
511.56,28-06-2018,12
510.21,28-06-2018,13
503.06,28-06-2018,14
493.41,28-06-2018,15
483.98,28-06-2018,16
497.15,28-06-2018,17
507.41,28-06-2018,18
518.19,28-06-2018,19
